symbol,name,price,dist_pct
btc,Bitcoin,93572.0,37.32941259290149
eth,Ethereum,3194.4,21.943078478266653
xrp,XRP,2.1,50.20945678955383
sol,Solana,143.32,17.2696537824899
doge,Dogecoin,0.143375,-7.70131046901847
ada,Cardano,0.407374,-31.561159006376126
link,Chainlink,13.62,-5.945685925002739
avax,Avalanche,14.5,-42.025208593872314
ltc,Litecoin,76.49,-15.239223616012948
dot,Polkadot,2.25,-65.52405868491576
uni,Uniswap,5.58,-32.6350033882961
